Date,NTPC.NS,ONGC.NS,POWERGRID.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATAMTRDVR.NS,TATASTEEL.NS,TCS.NS,WIPRO.NS
2019-12-27,89.68132019042969,94.7355728149414,80.16031646728516,317.4346618652344,404.64453125,175.0624542236328,71.94384765625,18.887977600097656,2013.176025390625,242.45838928222656
2019-12-30,89.45108032226562,94.40357208251953,80.6903305053711,314.75213623046875,408.5865173339844,182.56585693359375,76.00399017333984,19.099184036254883,1999.1654052734375,243.82958984375
2019-12-31,91.36981201171875,95.03072357177734,80.66913604736328,314.1402893066406,410.8662109375,184.0069122314453,76.2515640258789,18.990564346313477,1979.477783203125,240.744384765625
2020-01-01,93.28853607177734,94.03466033935547,82.89523315429688,314.7991943359375,412.52850341796875,183.31121826171875,75.063232421875,18.817575454711914,1984.8809814453125,242.6053009033203
2020-01-02,93.17340087890625,94.47735595703125,82.72561645507812,319.3642272949219,413.1459045410156,192.55380249023438,78.9748306274414,19.505508422851562,1975.7691650390625,243.19296264648438
2020-01-03,91.60005187988281,94.7724838256836,81.8351821899414,314.09326171875,422.3121337890625,189.92018127441406,77.34086608886719,19.459243774414062,2015.1448974609375,245.93539428710938
2020-01-06,91.25466918945312,93.14928436279297,81.8775863647461,300.2569274902344,417.895263671875,184.50381469726562,74.56808471679688,19.038841247558594,2014.9619140625,246.96377563476562
2020-01-07,92.52104187011719,92.7803726196289,81.2839584350586,299.69219970703125,424.0219421386719,183.55967712402344,75.26128387451172,19.153493881225586,2019.9068603515625,249.95103454589844
2020-01-08,92.06053161621094,91.0833969116211,80.79633331298828,301.00994873046875,418.0377502441406,181.42295837402344,74.12245178222656,19.119300842285156,2065.142333984375,249.55926513671875
2020-01-09,91.60005187988281,91.2678451538086,81.81398010253906,310.79888916015625,417.80029296875,190.8146209716797,78.67774963378906,19.437116622924805,2027.68994140625,248.43292236328125
2020-01-10,92.32916259765625,91.5998764038086,81.47476196289062,312.7284240722656,421.3622741699219,195.13775634765625,80.26219177246094,19.559818267822266,2026.9573974609375,246.57200622558594
2020-01-13,93.44203186035156,92.55903625488281,82.59841918945312,311.3165588378906,422.3121337890625,195.0383758544922,80.26219177246094,19.944015502929688,2005.712890625,249.55926513671875
2020-01-14,94.78514099121094,92.26390838623047,82.7892074584961,308.7281188964844,423.6419372558594,194.64085388183594,80.21267700195312,20.058671951293945,2020.8680419921875,251.90994262695312
2020-01-15,95.05376434326172,91.9687728881836,82.3652114868164,305.198486328125,426.5390625,199.11306762695312,82.6883773803711,20.19947624206543,2039.1822509765625,243.1439971923828
2020-01-16,93.21177673339844,91.85811614990234,83.29804229736328,304.3042907714844,426.5390625,196.33035278320312,81.99519348144531,19.88970375061035,2050.0791015625,245.2987518310547
2020-01-17,93.01991271972656,92.52214050292969,83.70085144042969,299.315673828125,431.8108825683594,196.0819091796875,81.84664154052734,19.92390251159668,2032.0399169921875,245.93539428710938
2020-01-20,90.75580596923828,90.67759704589844,86.77496337890625,295.55072021484375,426.9189758300781,193.7960968017578,80.16316223144531,19.73884391784668,1987.3994140625,242.89913940429688
2020-01-21,89.91158294677734,90.56694030761719,85.05769348144531,295.2683410644531,424.9717712402344,190.2183074951172,77.83601379394531,19.155508041381836,1988.039794921875,242.0176544189453
2020-01-22,86.07412719726562,85.88179016113281,84.8244857788086,297.57440185546875,423.9268493652344,184.45413208007812,76.79621887207031,19.111255645751953,2020.8680419921875,240.7933349609375
2020-01-23,87.1102294921875,86.91475677490234,85.63011932373047,304.210205078125,427.2989501953125,187.23683166503906,78.2816390991211,19.320451736450195,2010.818359375,243.58473205566406
2020-01-24,88.06958770751953,87.32054901123047,83.51005554199219,305.0102233886719,425.3516845703125,185.34857177734375,78.08358001708984,19.447172164916992,2003.8885498046875,243.4864044189453
2020-01-27,86.84162139892578,86.5089340209961,81.8351821899414,297.6214599609375,425.921630859375,181.07510375976562,74.81565856933594,18.60435676574707,1990.9027099609375,241.27378845214844
2020-01-28,85.99737548828125,86.02935791015625,80.7539291381836,296.5860900878906,430.1960144042969,175.01278686523438,73.42926788330078,17.95262908935547,2004.21044921875,239.99539184570312
2020-01-29,86.8799819946289,86.80406188964844,81.58075714111328,297.8568115234375,427.53643798828125,186.88900756835938,76.8457260131836,18.191999435424805,1977.456787109375,242.65054321289062
2020-01-30,87.22534942626953,85.29155731201172,82.42880249023438,292.44464111328125,419.93743896484375,185.05043029785156,76.8457260131836,18.0451602935791,1962.083984375,236.7010498046875
2020-01-31,86.61133575439453,80.38507843017578,79.22747039794922,299.7392578125,412.52850341796875,175.50970458984375,73.6273193359375,17.648897171020508,1908.1182861328125,232.86582946777344
2020-02-03,84.61588287353516,76.32707977294922,79.4394760131836,280.5849609375,396.61810302734375,162.8384246826172,67.63612365722656,17.542285919189453,1929.640380859375,233.45587158203125
2020-02-04,85.958984375,78.31916809082031,82.40758514404297,288.256103515625,404.31207275390625,164.67698669433594,68.2798080444336,18.179931640625,1934.458740234375,236.25851440429688
2020-02-05,85.34500885009766,78.79875946044922,80.28752136230469,292.7270202636719,404.88201904296875,182.6155548095703,74.6671142578125,19.111255645751953,1970.068359375,238.22528076171875
2020-02-06,85.958984375,79.13078308105469,81.79277801513672,303.03363037109375,409.0614318847656,177.7458038330078,72.63703918457031,19.213842391967773,1953.3653564453125,239.60203552246094
2020-02-07,88.72196197509766,80.60639953613281,80.73274993896484,301.7158508300781,409.2039489746094,172.52821350097656,71.10211181640625,18.94832420349121,1960.8905029296875,239.8970489501953
2020-02-10,87.1102294921875,78.35606384277344,79.1214828491211,299.7863464355469,399.23028564453125,167.8572235107422,69.56716918945312,17.854066848754883,1984.2022705078125,236.89772033691406
2020-02-11,89.68132019042969,78.79875946044922,80.35111999511719,305.2926330566406,397.5679931640625,168.7019805908203,69.61668395996094,17.86613655090332,1976.35498046875,237.24191284179688
2020-02-12,89.64295196533203,78.7249755859375,80.28752136230469,301.3864440917969,393.8160400390625,169.8945770263672,70.45841979980469,18.021020889282227,1992.279052734375,240.38873291015625
2020-02-13,88.3765869140625,77.72892761230469,80.79633331298828,308.2104797363281,397.9479675292969,168.45352172851562,69.91376495361328,17.751480102539062,2011.736328125,239.7003631591797
2020-02-14,86.49623107910156,76.21640014648438,78.06143188476562,300.63348388671875,397.5679931640625,168.05599975585938,69.41863250732422,17.48194122314453,2004.622802734375,238.86448669433594
2020-02-17,84.6542739868164,73.74472045898438,77.84942626953125,295.7389831542969,390.7274475097656,168.05599975585938,68.18077850341797,17.57447052001953,2022.1070556640625,239.74954223632812
2020-02-18,84.11701202392578,73.26513671875,78.44304656982422,298.89215087890625,390.96661376953125,160.60231018066406,65.75460052490234,17.35521697998047,2033.5787353515625,239.99539184570312
2020-02-19,85.99737548828125,75.03589630126953,79.50308990478516,301.5276184082031,386.0873107910156,157.07421875,63.278892517089844,17.427631378173828,2015.7742919921875,243.4864044189453
2020-02-20,85.46011352539062,75.84749603271484,80.24510955810547,308.3987121582031,387.42669677734375,157.5214385986328,64.21965789794922,17.844009399414062,1979.475830078125,241.61795043945312
2020-02-24,84.19376373291016,72.3428726196289,78.90945434570312,303.9748840332031,380.63397216796875,149.7198944091797,61.05076217651367,16.713546752929688,1941.43408203125,240.1428985595703
2020-02-25,84.5007553100586,71.97394561767578,78.93067932128906,307.5986633300781,372.07122802734375,148.97451782226562,61.10028076171875,16.948894500732422,1978.879638671875,240.0445556640625
2020-02-26,83.7332763671875,70.68276977539062,78.803466796875,308.91644287109375,358.4856872558594,143.65757751464844,60.06048583984375,16.747743606567383,1949.005615234375,235.914306640625
2020-02-27,83.69488525390625,68.8751449584961,79.05787658691406,303.03363037109375,371.68853759765625,144.35324096679688,59.91194152832031,16.6069393157959,1932.3935546875,227.75222778320312
2020-02-28,81.77616882324219,67.84219360351562,76.95899963378906,285.1970520019531,356.7635803222656,128.15386962890625,54.960540771484375,15.357797622680664,1835.7049560546875,217.77084350585938
